shipment_id,awb_number,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,origin,destination,cargo_type,weight_kg,volume_cbm,pieces,is_temperature_sensitive,required_temp_min,required_temp_max,is_dangerous_goods,dg_class,priority,status,shipper_name,consignee_name
CGO-2045,392-68786325,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Perishable,1255,4.78,39,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 79,Consignee 92
CGO-2046,721-15458436,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,General,933,0.73,18,N,,,N,,ECONOMY,DELAYED,Shipper 15,Consignee 39
CGO-2047,687-84600190,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Perishable,204,0.93,48,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 75,Consignee 13
CGO-2048,856-34027225,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,General,1143,8.86,22,N,,,N,,ECONOMY,DELAYED,Shipper 74,Consignee 39
CGO-2049,900-54738243,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Live Animals,139,1.72,13,N,,,N,,STANDARD,DELAYED,Shipper 24,Consignee 87
CGO-2050,252-31597618,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Live Animals,368,4.46,49,N,,,N,,EXPRESS,DELAYED,Shipper 22,Consignee 79
CGO-2051,972-14329340,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Pharmaceuticals,1648,0.66,3,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 21,Consignee 99
CGO-2052,973-49453445,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Valuables,1631,7.93,3,N,,,N,,EXPRESS,DELAYED,Shipper 20,Consignee 15
CGO-2053,932-58838012,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Pharmaceuticals,309,5.85,30,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 60,Consignee 45
CGO-2054,443-53420709,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Live Animals,1595,0.54,14,N,,,N,,STANDARD,DELAYED,Shipper 37,Consignee 92
CGO-2055,676-78161127,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Perishable,172,2.05,7,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 27,Consignee 58
CGO-2056,477-40701124,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Live Animals,1130,2.42,7,N,,,N,,EXPRESS,DELAYED,Shipper 78,Consignee 86
CGO-2057,232-18428486,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Perishable,1267,6.43,20,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 52,Consignee 34
CGO-2058,494-39139201,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Dangerous Goods,166,1.08,45,N,,,Y,4.1,ECONOMY,DELAYED,Shipper 51,Consignee 6
CGO-2059,992-65236414,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,Live Animals,1049,6.76,39,N,,,N,,EXPRESS,DELAYED,Shipper 66,Consignee 40
CGO-2060,158-98525344,FLT-1086,EY8184,9,Security Threat + Geopolitical Airspace Diversion,A6-EYG,AUH,LHR,General,1949,6.88,47,N,,,N,,EXPRESS,DELAYED,Shipper 2,Consignee 5
CGO-2061,529-26719854,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,General,1413,3.91,48,N,,,N,,ECONOMY,DELAYED,Shipper 59,Consignee 56
CGO-2062,245-47469174,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Valuables,1583,7.54,13,N,,,N,,ECONOMY,DELAYED,Shipper 67,Consignee 76
CGO-2063,680-57087809,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,General,1336,5.98,41,N,,,N,,ECONOMY,DELAYED,Shipper 10,Consignee 26
CGO-2064,167-80160560,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Live Animals,1957,5.41,26,N,,,N,,EXPRESS,DELAYED,Shipper 91,Consignee 10
CGO-2065,904-33978838,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Dangerous Goods,417,8.64,39,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 52,Consignee 76
CGO-2066,563-92014672,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Valuables,1849,7.48,23,N,,,N,,STANDARD,DELAYED,Shipper 81,Consignee 21
CGO-2067,922-50561706,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Pharmaceuticals,50,5.63,3,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 1,Consignee 27
CGO-2068,213-85848791,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Pharmaceuticals,861,7.25,3,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 91,Consignee 55
CGO-2069,196-49530248,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Pharmaceuticals,139,0.95,13,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 6,Consignee 92
CGO-2070,212-58333887,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,General,816,8.93,39,N,,,N,,EXPRESS,DELAYED,Shipper 21,Consignee 10
CGO-2071,728-21857518,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Pharmaceuticals,1670,7.91,39,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 69,Consignee 21
CGO-2072,946-65980181,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Live Animals,693,9.87,15,N,,,N,,ECONOMY,DELAYED,Shipper 16,Consignee 61
CGO-2073,222-97094289,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Live Animals,1778,5.81,1,N,,,N,,ECONOMY,DELAYED,Shipper 79,Consignee 2
CGO-2074,738-47566562,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Perishable,958,1.42,7,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 91,Consignee 60
CGO-2075,601-89582823,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,General,1184,6.23,10,N,,,N,,EXPRESS,DELAYED,Shipper 11,Consignee 28
CGO-2076,254-53101224,FLT-1087,EY912,9,Security Threat + Geopolitical Airspace Diversion,A6-EYA,AUH,JFK,Dangerous Goods,752,4.9,21,N,,,Y,3.0,EXPRESS,DELAYED,Shipper 10,Consignee 90
CGO-2077,460-92760554,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,General,1852,9.7,14,N,,,N,,ECONOMY,DELAYED,Shipper 86,Consignee 35
CGO-2078,140-90243536,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Live Animals,584,6.83,11,N,,,N,,EXPRESS,DELAYED,Shipper 71,Consignee 63
CGO-2079,984-41556886,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Live Animals,1953,7.32,27,N,,,N,,ECONOMY,DELAYED,Shipper 39,Consignee 83
CGO-2080,963-88713832,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Dangerous Goods,908,1.75,5,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 17,Consignee 46
CGO-2081,381-49920196,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Live Animals,1762,7.07,17,N,,,N,,STANDARD,DELAYED,Shipper 58,Consignee 55
CGO-2082,751-64872383,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Pharmaceuticals,242,9.58,22,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 79,Consignee 38
CGO-2083,805-55949501,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,General,1637,6.22,19,N,,,N,,EXPRESS,DELAYED,Shipper 98,Consignee 3
CGO-2084,346-36172961,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Pharmaceuticals,94,0.57,6,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 58,Consignee 48
CGO-2085,201-32880653,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Valuables,1678,7.66,9,N,,,N,,EXPRESS,DELAYED,Shipper 70,Consignee 10
CGO-2086,541-48109934,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,General,531,3.26,41,N,,,N,,ECONOMY,DELAYED,Shipper 49,Consignee 25
CGO-2087,390-77120328,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,General,1908,5.29,44,N,,,N,,STANDARD,DELAYED,Shipper 36,Consignee 24
CGO-2088,432-67376553,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Dangerous Goods,702,8.01,10,N,,,Y,8.0,EXPRESS,DELAYED,Shipper 41,Consignee 79
CGO-2089,666-61256039,FLT-1088,EY334,9,Security Threat + Geopolitical Airspace Diversion,A6-EYJ,AUH,CDG,Live Animals,360,3.36,50,N,,,N,,ECONOMY,DELAYED,Shipper 23,Consignee 22
CGO-2090,187-41658898,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Valuables,706,9.87,1,N,,,N,,EXPRESS,DELAYED,Shipper 4,Consignee 35
CGO-2091,331-66184686,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Perishable,1912,1.39,46,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 42,Consignee 53
CGO-2092,598-12208575,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Dangerous Goods,1498,7.51,46,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 25,Consignee 5
CGO-2093,960-82291918,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Pharmaceuticals,1498,4.66,32,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 78,Consignee 14
CGO-2094,411-78411179,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Dangerous Goods,705,4.71,24,N,,,Y,8.0,STANDARD,DELAYED,Shipper 97,Consignee 31
CGO-2095,678-54302699,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,General,1117,3.52,35,N,,,N,,EXPRESS,DELAYED,Shipper 82,Consignee 36
CGO-2096,211-12927631,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Live Animals,642,8.76,17,N,,,N,,ECONOMY,DELAYED,Shipper 76,Consignee 14
CGO-2097,766-36797750,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,General,944,0.81,32,N,,,N,,EXPRESS,DELAYED,Shipper 68,Consignee 81
CGO-2098,546-18287714,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,General,1944,8.13,30,N,,,N,,EXPRESS,DELAYED,Shipper 52,Consignee 12
CGO-2099,387-13645670,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Pharmaceuticals,248,8.15,35,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 41,Consignee 28
CGO-2100,576-54137767,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Live Animals,1087,6.25,7,N,,,N,,EXPRESS,DELAYED,Shipper 20,Consignee 4
CGO-2101,214-47241108,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Perishable,275,0.77,8,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 30,Consignee 36
CGO-2102,965-55007938,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Perishable,1391,6.92,26,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 67,Consignee 73
CGO-2103,805-49124051,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,General,614,3.83,47,N,,,N,,ECONOMY,DELAYED,Shipper 87,Consignee 63
CGO-2104,491-56808014,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Pharmaceuticals,411,4.38,39,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 58,Consignee 51
CGO-2105,499-84077409,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Perishable,1394,9.18,27,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 83,Consignee 97
CGO-2106,662-56930272,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,General,1096,8.79,6,N,,,N,,EXPRESS,DELAYED,Shipper 58,Consignee 44
CGO-2107,109-44367987,FLT-1089,EY1202,9,Security Threat + Geopolitical Airspace Diversion,A6-EYH,AUH,DEL,Dangerous Goods,807,6.66,31,N,,,Y,3.0,ECONOMY,DELAYED,Shipper 49,Consignee 51
CGO-2108,553-29413714,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Live Animals,1141,7.87,18,N,,,N,,EXPRESS,DELAYED,Shipper 87,Consignee 80
CGO-2109,989-83011485,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Dangerous Goods,1411,4.51,15,N,,,Y,9.0,EXPRESS,DELAYED,Shipper 94,Consignee 2
CGO-2110,797-84135211,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Dangerous Goods,1202,9.8,8,N,,,Y,4.1,EXPRESS,DELAYED,Shipper 34,Consignee 9
CGO-2111,638-29049043,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Pharmaceuticals,834,1.4,34,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 96,Consignee 66
CGO-2112,350-37865156,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Perishable,1011,8.08,29,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 87,Consignee 89
CGO-2113,916-68564935,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Live Animals,1945,8.97,49,N,,,N,,EXPRESS,DELAYED,Shipper 8,Consignee 82
CGO-2114,965-70520517,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Valuables,74,2.01,44,N,,,N,,EXPRESS,DELAYED,Shipper 42,Consignee 39
CGO-2115,818-19998609,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Live Animals,445,6.87,16,N,,,N,,STANDARD,DELAYED,Shipper 18,Consignee 100
CGO-2116,696-36947086,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Live Animals,186,1.68,27,N,,,N,,ECONOMY,DELAYED,Shipper 44,Consignee 56
CGO-2117,785-38746393,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,General,1291,2.14,28,N,,,N,,ECONOMY,DELAYED,Shipper 85,Consignee 52
CGO-2118,585-22211085,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,General,825,6.31,1,N,,,N,,STANDARD,DELAYED,Shipper 15,Consignee 19
CGO-2119,567-59920159,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,General,1220,0.75,38,N,,,N,,EXPRESS,DELAYED,Shipper 41,Consignee 33
CGO-2120,552-13702858,FLT-1090,EY170,9,Security Threat + Geopolitical Airspace Diversion,A6-EYQ,AUH,DEL,Dangerous Goods,1051,6.78,11,N,,,Y,9.0,EXPRESS,DELAYED,Shipper 57,Consignee 79
CGO-2121,450-10356210,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Valuables,529,3.2,29,N,,,N,,EXPRESS,DELAYED,Shipper 21,Consignee 7
CGO-2122,129-14848924,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Valuables,1604,7.69,41,N,,,N,,EXPRESS,DELAYED,Shipper 76,Consignee 51
CGO-2123,289-79912364,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Dangerous Goods,1821,3.68,46,N,,,Y,4.1,STANDARD,DELAYED,Shipper 77,Consignee 72
CGO-2124,938-45658864,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Pharmaceuticals,1232,2.86,44,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 12,Consignee 87
CGO-2125,591-69113476,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Pharmaceuticals,1044,6.14,50,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 41,Consignee 77
CGO-2126,235-64459370,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Valuables,1272,7.72,27,N,,,N,,STANDARD,DELAYED,Shipper 56,Consignee 19
CGO-2127,279-74145658,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Perishable,646,4.0,1,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 94,Consignee 37
CGO-2128,357-30859429,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,General,1245,5.72,30,N,,,N,,STANDARD,DELAYED,Shipper 70,Consignee 57
CGO-2129,331-68984707,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Pharmaceuticals,522,2.85,11,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 5,Consignee 12
CGO-2130,217-25164717,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Pharmaceuticals,346,5.49,46,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 56,Consignee 68
CGO-2131,730-98202916,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Perishable,1919,8.14,22,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 20,Consignee 8
CGO-2132,228-81862993,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Perishable,1537,6.61,3,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 19,Consignee 95
CGO-2133,814-81071874,FLT-1091,EY432,9,Security Threat + Geopolitical Airspace Diversion,A6-EYF,LHR,AUH,Pharmaceuticals,76,7.45,26,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 84,Consignee 89
CGO-2134,912-64142861,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Perishable,752,7.42,8,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 26,Consignee 31
CGO-2135,910-94629454,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Perishable,666,0.52,26,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 50,Consignee 10
CGO-2136,227-17675186,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Valuables,1271,5.26,37,N,,,N,,EXPRESS,DELAYED,Shipper 24,Consignee 30
CGO-2137,912-47469784,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Perishable,1712,9.46,31,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 50,Consignee 34
CGO-2138,835-39693227,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,General,1352,6.59,6,N,,,N,,STANDARD,DELAYED,Shipper 12,Consignee 54
CGO-2139,932-69376298,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Pharmaceuticals,1267,2.47,1,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 53,Consignee 97
CGO-2140,800-32127035,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Live Animals,1864,7.03,33,N,,,N,,ECONOMY,DELAYED,Shipper 2,Consignee 4
CGO-2141,912-24792905,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Dangerous Goods,1465,8.43,46,N,,,Y,9.0,EXPRESS,DELAYED,Shipper 3,Consignee 17
CGO-2142,424-19256316,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Live Animals,1284,7.66,14,N,,,N,,ECONOMY,DELAYED,Shipper 44,Consignee 97
CGO-2143,322-19925760,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Live Animals,626,5.86,11,N,,,N,,EXPRESS,DELAYED,Shipper 67,Consignee 99
CGO-2144,565-90801991,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Valuables,597,2.18,9,N,,,N,,EXPRESS,DELAYED,Shipper 48,Consignee 55
CGO-2145,577-42130106,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Live Animals,1172,3.78,34,N,,,N,,ECONOMY,DELAYED,Shipper 63,Consignee 76
CGO-2146,408-79332862,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Live Animals,531,3.89,43,N,,,N,,ECONOMY,DELAYED,Shipper 45,Consignee 43
CGO-2147,795-67352656,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Perishable,908,2.97,21,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 70,Consignee 44
CGO-2148,461-71786441,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Perishable,92,7.19,30,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 13,Consignee 37
CGO-2149,157-24171876,FLT-1092,EY6622,9,Security Threat + Geopolitical Airspace Diversion,A6-EYK,DEL,AUH,Valuables,2000,7.73,42,N,,,N,,EXPRESS,DELAYED,Shipper 12,Consignee 58
CGO-2150,381-78151153,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Pharmaceuticals,1795,5.34,37,Y,-20.0,8.0,N,,EXPRESS,DELAYED,Shipper 2,Consignee 63
CGO-2151,526-49154650,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Live Animals,651,7.19,32,N,,,N,,EXPRESS,DELAYED,Shipper 8,Consignee 100
CGO-2152,558-60421254,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Dangerous Goods,1835,4.84,25,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 71,Consignee 78
CGO-2153,853-14214242,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,General,1682,4.88,20,N,,,N,,ECONOMY,DELAYED,Shipper 68,Consignee 37
CGO-2154,651-97858495,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Live Animals,783,9.03,25,N,,,N,,EXPRESS,DELAYED,Shipper 27,Consignee 35
CGO-2155,872-38562032,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,General,1757,8.09,17,N,,,N,,STANDARD,DELAYED,Shipper 26,Consignee 48
CGO-2156,486-17434273,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Dangerous Goods,1325,1.46,5,N,,,Y,4.1,ECONOMY,DELAYED,Shipper 51,Consignee 73
CGO-2157,530-95307425,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,General,141,5.91,6,N,,,N,,ECONOMY,DELAYED,Shipper 56,Consignee 24
CGO-2158,263-34005028,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Pharmaceuticals,1631,5.12,11,Y,-20.0,8.0,N,,STANDARD,DELAYED,Shipper 11,Consignee 48
CGO-2159,759-40949016,FLT-1093,EY5265,9,Security Threat + Geopolitical Airspace Diversion,A6-EYL,FCO,AUH,Dangerous Goods,1562,6.62,12,N,,,Y,8.0,EXPRESS,DELAYED,Shipper 66,Consignee 21
CGO-2160,587-62253919,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,FCO,AUH,Perishable,988,7.39,37,Y,2.0,8.0,N,,STANDARD,DELAYED,Shipper 43,Consignee 88
CGO-2161,984-25090776,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,FCO,AUH,Perishable,855,1.64,3,Y,2.0,8.0,N,,EXPRESS,DELAYED,Shipper 92,Consignee 25
CGO-2162,273-24138923,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,FCO,AUH,Pharmaceuticals,1626,8.17,15,Y,-20.0,8.0,N,,ECONOMY,DELAYED,Shipper 68,Consignee 92
CGO-2163,375-24338283,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,FCO,AUH,General,122,4.45,6,N,,,N,,ECONOMY,DELAYED,Shipper 42,Consignee 72
CGO-2164,149-62976842,FLT-1094,EY3160,9,Security Threat + Geopolitical Airspace Diversion,A6-EYM,FCO,AUH,Perishable,1554,7.32,7,Y,2.0,8.0,N,,ECONOMY,DELAYED,Shipper 52,Consignee 92
CGO-2165,430-89248486,FLT-1095,EY6005,9,Security Threat + Geopolitical Airspace Diversion,A6-EYN,DEL,AUH,Dangerous Goods,228,4.59,12,N,,,Y,8.0,ECONOMY,DELAYED,Shipper 30,Consignee 83
