booking_id,pnr,passenger_id,flight_id,flight_number,scenario_id,scenario_name,aircraft_registration,booking_date,booking_status,cabin_class,fare_basis,total_fare_usd,payment_status,is_disrupted,rebook_status,is_cancelled
BKG-12024,FVR147,PAX-12024,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-14,CONFIRMED,Business,JOWRT,4663,PAID,Y,,N
BKG-12025,PYF434,PAX-12025,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-19,CONFIRMED,First,JOWRT,4029,PAID,Y,,N
BKG-12026,HZB593,PAX-12026,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-21,CONFIRMED,First,FOWRT,1819,PAID,Y,,N
BKG-12027,QMO579,PAX-12027,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-19,CONFIRMED,First,BOWRT,4651,PAID,Y,,N
BKG-12028,ETL930,PAX-12028,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-17,CONFIRMED,First,BOWRT,4761,PAID,Y,,N
BKG-12029,GLB354,PAX-12029,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-15,CONFIRMED,First,FOWRT,1807,PAID,Y,,N
BKG-12030,OVS998,PAX-12030,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-09,CONFIRMED,Business,FOWRT,6271,PAID,Y,,N
BKG-12031,QDV809,PAX-12031,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-06,CONFIRMED,First,FOWRT,7244,PAID,Y,,N
BKG-12032,LWR258,PAX-12032,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-20,CONFIRMED,Economy,YOWUS,7064,PAID,Y,,N
BKG-12033,WZI567,PAX-12033,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-10,CONFIRMED,Business,YOWUS,5951,PAID,Y,,N
BKG-12034,FMZ331,PAX-12034,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-14,CONFIRMED,First,FOWRT,7527,PAID,Y,,N
BKG-12035,SAF345,PAX-12035,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-21,CONFIRMED,Economy,YOWUS,7825,PAID,Y,,N
BKG-12036,FNJ876,PAX-12036,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-25,CONFIRMED,First,BOWRT,3971,PAID,Y,,N
BKG-12037,TSV878,PAX-12037,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-06,CONFIRMED,First,YOWUS,1841,PAID,Y,,N
BKG-12038,DIE500,PAX-12038,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-16,CONFIRMED,Business,BOWRT,4406,PAID,Y,,N
BKG-12039,WRE735,PAX-12039,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-26,CONFIRMED,Economy,FOWRT,4348,PAID,Y,,N
BKG-12040,MKZ596,PAX-12040,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-28,CONFIRMED,First,JOWRT,7252,PAID,Y,,N
BKG-12041,QPE483,PAX-12041,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-22,CONFIRMED,First,FOWRT,1336,PAID,Y,,N
BKG-12042,VNW908,PAX-12042,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-07,CONFIRMED,Business,JOWRT,6987,PAID,Y,,N
BKG-12043,ZYU877,PAX-12043,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-08,CONFIRMED,Economy,JOWRT,2217,PAID,Y,,N
BKG-12044,IRO222,PAX-12044,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-28,CONFIRMED,First,JOWRT,4290,PAID,Y,,N
BKG-12045,NFK965,PAX-12045,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-24,CONFIRMED,First,BOWRT,2810,PAID,Y,,N
BKG-12046,PQU462,PAX-12046,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-26,CONFIRMED,Business,FOWRT,871,PAID,Y,,N
BKG-12047,KHN410,PAX-12047,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-09,CONFIRMED,First,YOWUS,7213,PAID,Y,,N
BKG-12048,SGQ238,PAX-12048,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-18,CONFIRMED,Business,FOWRT,5628,PAID,Y,,N
BKG-12049,RPG520,PAX-12049,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-05,CONFIRMED,Business,YOWUS,7086,PAID,Y,,N
BKG-12050,ROM302,PAX-12050,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-16,CONFIRMED,Business,YOWUS,6523,PAID,Y,,N
BKG-12051,JCI506,PAX-12051,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-20,CONFIRMED,First,BOWRT,1720,PAID,Y,,N
BKG-12052,RAM392,PAX-12052,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-11,CONFIRMED,Business,YOWUS,4989,PAID,Y,,N
BKG-12053,JBF963,PAX-12053,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-29,CONFIRMED,Business,JOWRT,4403,PAID,Y,,N
BKG-12054,PAW120,PAX-12054,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-08,CONFIRMED,Economy,BOWRT,5742,PAID,Y,,N
BKG-12055,CZB691,PAX-12055,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-28,CONFIRMED,Economy,JOWRT,5172,PAID,Y,,N
BKG-12056,KGW782,PAX-12056,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-10,CONFIRMED,First,YOWUS,1426,PAID,Y,,N
BKG-12057,KKG572,PAX-12057,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-06,CONFIRMED,First,FOWRT,7807,PAID,Y,,N
BKG-12058,MVN449,PAX-12058,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-14,CONFIRMED,Business,YOWUS,3521,PAID,Y,,N
BKG-12059,USB485,PAX-12059,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-29,CONFIRMED,Business,FOWRT,7499,PAID,Y,,N
BKG-12060,MWR321,PAX-12060,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-04,CONFIRMED,First,JOWRT,1036,PAID,Y,,N
BKG-12061,ZBP298,PAX-12061,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-14,CONFIRMED,Economy,JOWRT,5861,PAID,Y,,N
BKG-12062,KPL519,PAX-12062,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-06,CONFIRMED,Business,BOWRT,7716,PAID,Y,,N
BKG-12063,VMO655,PAX-12063,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-12,CONFIRMED,First,JOWRT,293,PAID,Y,,N
BKG-12064,MQA478,PAX-12064,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-03,CONFIRMED,Business,YOWUS,1702,PAID,Y,,N
BKG-12065,TQR105,PAX-12065,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-08,CONFIRMED,Business,YOWUS,4973,PAID,Y,,N
BKG-12066,EUT293,PAX-12066,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-28,CONFIRMED,First,BOWRT,6896,PAID,Y,,N
BKG-12067,URY748,PAX-12067,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-19,CONFIRMED,Business,FOWRT,1584,PAID,Y,,N
BKG-12068,STK276,PAX-12068,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-06,CONFIRMED,First,YOWUS,3581,PAID,Y,,N
BKG-12069,RPW364,PAX-12069,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-21,CONFIRMED,First,FOWRT,4040,PAID,Y,,N
BKG-12070,OEV973,PAX-12070,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-13,CONFIRMED,Economy,JOWRT,1670,PAID,Y,,N
BKG-12071,YFQ612,PAX-12071,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-04,CONFIRMED,First,YOWUS,5294,PAID,Y,,N
BKG-12072,UGM811,PAX-12072,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-17,CONFIRMED,Economy,BOWRT,854,PAID,Y,,N
BKG-12073,CQZ188,PAX-12073,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-21,CONFIRMED,First,YOWUS,4279,PAID,Y,,N
BKG-12074,QDC936,PAX-12074,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-31,CONFIRMED,Economy,YOWUS,7161,PAID,Y,,N
BKG-12075,XVY243,PAX-12075,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-08,CONFIRMED,First,YOWUS,4107,PAID,Y,,N
BKG-12076,HRF805,PAX-12076,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-11,CONFIRMED,First,JOWRT,7694,PAID,Y,,N
BKG-12077,FBG187,PAX-12077,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-06,CONFIRMED,Economy,JOWRT,7982,PAID,Y,,N
BKG-12078,WFN729,PAX-12078,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-08,CONFIRMED,First,FOWRT,1824,PAID,Y,,N
BKG-12079,XOT641,PAX-12079,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-14,CONFIRMED,Business,JOWRT,3566,PAID,Y,,N
BKG-12080,BOD568,PAX-12080,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-02,CONFIRMED,First,BOWRT,4250,PAID,Y,,N
BKG-12081,HJC948,PAX-12081,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-11,CONFIRMED,First,JOWRT,4996,PAID,Y,,N
BKG-12082,FHG138,PAX-12082,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-20,CONFIRMED,Business,BOWRT,3128,PAID,Y,,N
BKG-12083,TMO867,PAX-12083,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-18,CONFIRMED,First,BOWRT,7918,PAID,Y,,N
BKG-12084,GCF684,PAX-12084,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-19,CONFIRMED,Economy,FOWRT,5322,PAID,Y,,N
BKG-12085,CCB163,PAX-12085,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-06,CONFIRMED,First,JOWRT,7818,PAID,Y,,N
BKG-12086,NLE751,PAX-12086,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-19,CONFIRMED,Economy,FOWRT,2390,PAID,Y,,N
BKG-12087,ODY980,PAX-12087,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-08,CONFIRMED,Business,JOWRT,1787,PAID,Y,,N
BKG-12088,HTW104,PAX-12088,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-12,CONFIRMED,First,BOWRT,5276,PAID,Y,,N
BKG-12089,GXP607,PAX-12089,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-10,CONFIRMED,Economy,JOWRT,7667,PAID,Y,,N
BKG-12090,JRT205,PAX-12090,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-06,CONFIRMED,Economy,FOWRT,7009,PAID,Y,,N
BKG-12091,PEP146,PAX-12091,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-18,CONFIRMED,Business,YOWUS,2285,PAID,Y,,N
BKG-12092,WES156,PAX-12092,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-12,CONFIRMED,Economy,BOWRT,2154,PAID,Y,,N
BKG-12093,YRT514,PAX-12093,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-19,CONFIRMED,Business,FOWRT,1059,PAID,Y,,N
BKG-12094,IIZ717,PAX-12094,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-03,CONFIRMED,Business,YOWUS,3577,PAID,Y,,N
BKG-12095,SRQ579,PAX-12095,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-18,CONFIRMED,Economy,BOWRT,503,PAID,Y,,N
BKG-12096,RXN420,PAX-12096,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-03,CONFIRMED,First,BOWRT,2642,PAID,Y,,N
BKG-12097,SQL817,PAX-12097,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-11-12,CONFIRMED,Business,BOWRT,3733,PAID,Y,,N
BKG-12098,WMK627,PAX-12098,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2025-12-26,CONFIRMED,First,FOWRT,5629,PAID,Y,,N
BKG-12099,LGA463,PAX-12099,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-20,CONFIRMED,Business,FOWRT,7701,PAID,Y,,N
BKG-12100,NBT979,PAX-12100,FLT-1111,EY334,11,EY401 Typhoon -> EY406 LIAC,A6-EYJ,2026-01-08,CONFIRMED,First,YOWUS,801,PAID,Y,,N
BKG-12101,BVZ666,PAX-12101,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-18,CONFIRMED,Business,FOWRT,5226,PAID,Y,,N
BKG-12102,SKR657,PAX-12102,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-13,CONFIRMED,First,JOWRT,3595,PAID,Y,,N
BKG-12103,NGK501,PAX-12103,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-18,CONFIRMED,First,YOWUS,7567,PAID,Y,,N
BKG-12104,QJK109,PAX-12104,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-05,CONFIRMED,First,FOWRT,6121,PAID,Y,,N
BKG-12105,TIJ703,PAX-12105,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-08,CONFIRMED,Business,FOWRT,3982,PAID,Y,,N
BKG-12106,AHE358,PAX-12106,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-19,CONFIRMED,Business,YOWUS,1766,PAID,Y,,N
BKG-12107,LCR582,PAX-12107,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-08,CONFIRMED,First,JOWRT,2550,PAID,Y,,N
BKG-12108,DSA859,PAX-12108,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-07,CONFIRMED,Economy,FOWRT,554,PAID,Y,,N
BKG-12109,PQI324,PAX-12109,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-08,CONFIRMED,Economy,BOWRT,5112,PAID,Y,,N
BKG-12110,AMM689,PAX-12110,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-29,CONFIRMED,Economy,JOWRT,1448,PAID,Y,,N
BKG-12111,XOH810,PAX-12111,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-04,CONFIRMED,First,BOWRT,749,PAID,Y,,N
BKG-12112,QJT974,PAX-12112,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-22,CONFIRMED,Business,FOWRT,1775,PAID,Y,,N
BKG-12113,ZUO412,PAX-12113,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-05,CONFIRMED,First,YOWUS,248,PAID,Y,,N
BKG-12114,CRH262,PAX-12114,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-28,CONFIRMED,Business,FOWRT,1984,PAID,Y,,N
BKG-12115,HUL871,PAX-12115,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-08,CONFIRMED,First,JOWRT,2722,PAID,Y,,N
BKG-12116,ZNP892,PAX-12116,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-16,CONFIRMED,Business,YOWUS,4465,PAID,Y,,N
BKG-12117,OHR101,PAX-12117,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-08,CONFIRMED,First,BOWRT,2012,PAID,Y,,N
BKG-12118,WUU205,PAX-12118,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-04,CONFIRMED,First,BOWRT,7191,PAID,Y,,N
BKG-12119,VBZ516,PAX-12119,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-06,CONFIRMED,Economy,FOWRT,6255,PAID,Y,,N
BKG-12120,NDN722,PAX-12120,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-18,CONFIRMED,Business,FOWRT,3021,PAID,Y,,N
BKG-12121,DZD323,PAX-12121,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-02,CONFIRMED,Economy,JOWRT,430,PAID,Y,,N
BKG-12122,DSS729,PAX-12122,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-07,CONFIRMED,Economy,YOWUS,7280,PAID,Y,,N
BKG-12123,AYU968,PAX-12123,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-29,CONFIRMED,Business,YOWUS,5017,PAID,Y,,N
BKG-12124,SMJ690,PAX-12124,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-12,CONFIRMED,Business,YOWUS,6130,PAID,Y,,N
BKG-12125,RNQ625,PAX-12125,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-14,CONFIRMED,Economy,BOWRT,5309,PAID,Y,,N
BKG-12126,EBB895,PAX-12126,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-04,CONFIRMED,Business,JOWRT,7160,PAID,Y,,N
BKG-12127,EEO842,PAX-12127,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-22,CONFIRMED,First,BOWRT,3322,PAID,Y,,N
BKG-12128,IKR809,PAX-12128,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-11,CONFIRMED,Business,FOWRT,7952,PAID,Y,,N
BKG-12129,WRN799,PAX-12129,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-18,CONFIRMED,First,BOWRT,1213,PAID,Y,,N
BKG-12130,EZC955,PAX-12130,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-05,CONFIRMED,Economy,BOWRT,2395,PAID,Y,,N
BKG-12131,GBT189,PAX-12131,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-01,CONFIRMED,Business,JOWRT,2860,PAID,Y,,N
BKG-12132,EWY495,PAX-12132,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-12,CONFIRMED,Business,BOWRT,5139,PAID,Y,,N
BKG-12133,WMO264,PAX-12133,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-20,CONFIRMED,First,BOWRT,5195,PAID,Y,,N
BKG-12134,LAR540,PAX-12134,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-28,CONFIRMED,First,FOWRT,3346,PAID,Y,,N
BKG-12135,VQN379,PAX-12135,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-09,CONFIRMED,First,FOWRT,1829,PAID,Y,,N
BKG-12136,CDW170,PAX-12136,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-18,CONFIRMED,Economy,BOWRT,655,PAID,Y,,N
BKG-12137,BNW753,PAX-12137,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-09,CONFIRMED,First,BOWRT,7810,PAID,Y,,N
BKG-12138,PTR974,PAX-12138,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-09,CONFIRMED,Economy,YOWUS,2680,PAID,Y,,N
BKG-12139,MPT279,PAX-12139,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-19,CONFIRMED,First,JOWRT,4563,PAID,Y,,N
BKG-12140,KTH696,PAX-12140,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-22,CONFIRMED,First,JOWRT,7630,PAID,Y,,N
BKG-12141,TKL913,PAX-12141,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-03,CONFIRMED,Economy,YOWUS,5850,PAID,Y,,N
BKG-12142,UWM802,PAX-12142,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-09,CONFIRMED,Economy,YOWUS,4457,PAID,Y,,N
BKG-12143,ZXO838,PAX-12143,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-27,CONFIRMED,Economy,BOWRT,2652,PAID,Y,,N
BKG-12144,MQM634,PAX-12144,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-05,CONFIRMED,Economy,BOWRT,4482,PAID,Y,,N
BKG-12145,WGO151,PAX-12145,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-27,CONFIRMED,Economy,JOWRT,3210,PAID,Y,,N
BKG-12146,WHR907,PAX-12146,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-30,CONFIRMED,First,FOWRT,2497,PAID,Y,,N
BKG-12147,GKE484,PAX-12147,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-08,CONFIRMED,First,BOWRT,1201,PAID,Y,,N
BKG-12148,LDQ226,PAX-12148,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-21,CONFIRMED,First,YOWUS,1027,PAID,Y,,N
BKG-12149,RVM142,PAX-12149,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-05,CONFIRMED,Economy,YOWUS,5230,PAID,Y,,N
BKG-12150,QQC940,PAX-12150,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-26,CONFIRMED,First,FOWRT,3653,PAID,Y,,N
BKG-12151,NCJ683,PAX-12151,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-24,CONFIRMED,Business,JOWRT,3870,PAID,Y,,N
BKG-12152,JRK792,PAX-12152,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-18,CONFIRMED,Economy,BOWRT,7336,PAID,Y,,N
BKG-12153,TER759,PAX-12153,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-11,CONFIRMED,Business,YOWUS,2422,PAID,Y,,N
BKG-12154,CTP874,PAX-12154,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-16,CONFIRMED,First,BOWRT,5330,PAID,Y,,N
BKG-12155,ALW952,PAX-12155,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-04,CONFIRMED,Business,JOWRT,468,PAID,Y,,N
BKG-12156,MGY631,PAX-12156,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-02,CONFIRMED,Business,FOWRT,2437,PAID,Y,,N
BKG-12157,XLV168,PAX-12157,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-10,CONFIRMED,Economy,JOWRT,4818,PAID,Y,,N
BKG-12158,IIQ511,PAX-12158,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-03,CONFIRMED,Business,BOWRT,3286,PAID,Y,,N
BKG-12159,YMZ302,PAX-12159,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-12,CONFIRMED,Economy,FOWRT,7914,PAID,Y,,N
BKG-12160,DTS265,PAX-12160,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-11-17,CONFIRMED,First,YOWUS,4687,PAID,Y,,N
BKG-12161,EPU189,PAX-12161,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-21,CONFIRMED,First,FOWRT,3086,PAID,Y,,N
BKG-12162,TOL915,PAX-12162,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-04,CONFIRMED,Economy,BOWRT,1089,PAID,Y,,N
BKG-12163,TUG149,PAX-12163,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-07,CONFIRMED,Economy,JOWRT,5966,PAID,Y,,N
BKG-12164,SED642,PAX-12164,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-19,CONFIRMED,Economy,BOWRT,2998,PAID,Y,,N
BKG-12165,YUZ117,PAX-12165,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-23,CONFIRMED,Economy,BOWRT,2884,PAID,Y,,N
BKG-12166,AWC477,PAX-12166,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2026-01-10,CONFIRMED,Economy,JOWRT,6392,PAID,Y,,N
BKG-12167,GVQ446,PAX-12167,FLT-1112,EY25,11,EY401 Typhoon -> EY406 LIAC,A6-EYF,2025-12-12,CONFIRMED,First,BOWRT,4064,PAID,Y,,N
