mct_id,scenario_id,scenario_name,airport_code,airport_name,connection_type,standard_mct_min,premium_mct_min,wheelchair_mct_min,is_same_terminal
MCT-11-DEL-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,DEL,Indira Gandhi,DOM-INT,116,85,61,N
MCT-11-DEL-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,DEL,Indira Gandhi,INT-DOM,96,52,62,Y
MCT-11-DEL-INT-INT,11,EY401 Typhoon -> EY406 LIAC,DEL,Indira Gandhi,INT-INT,110,71,92,N
MCT-11-SYD-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,SYD,Sydney Kingsford Smith,DOM-DOM,108,71,70,N
MCT-11-SYD-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,SYD,Sydney Kingsford Smith,DOM-INT,58,48,69,Y
MCT-11-SYD-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,SYD,Sydney Kingsford Smith,INT-DOM,71,88,78,N
MCT-11-SYD-INT-INT,11,EY401 Typhoon -> EY406 LIAC,SYD,Sydney Kingsford Smith,INT-INT,61,75,60,N
MCT-11-CAI-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,CAI,Cairo International,DOM-DOM,117,89,72,N
MCT-11-CAI-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,CAI,Cairo International,DOM-INT,118,71,112,Y
MCT-11-CAI-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,CAI,Cairo International,INT-DOM,70,64,91,N
MCT-11-CAI-INT-INT,11,EY401 Typhoon -> EY406 LIAC,CAI,Cairo International,INT-INT,88,90,104,N
MCT-11-FCO-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,FCO,Fiumicino,DOM-DOM,104,87,67,Y
MCT-11-FCO-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,FCO,Fiumicino,DOM-INT,58,82,145,Y
MCT-11-FCO-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,FCO,Fiumicino,INT-DOM,102,34,94,N
MCT-11-FCO-INT-INT,11,EY401 Typhoon -> EY406 LIAC,FCO,Fiumicino,INT-INT,91,36,144,Y
MCT-11-DOH-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,DOH,Hamad International,DOM-DOM,85,32,126,N
MCT-11-DOH-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,DOH,Hamad International,DOM-INT,62,48,115,N
MCT-11-DOH-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,DOH,Hamad International,INT-DOM,54,83,118,Y
MCT-11-DOH-INT-INT,11,EY401 Typhoon -> EY406 LIAC,DOH,Hamad International,INT-INT,74,79,101,Y
MCT-11-MCT-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,MCT,Muscat International,DOM-DOM,83,64,87,Y
MCT-11-MCT-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,MCT,Muscat International,DOM-INT,70,69,89,N
MCT-11-MCT-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,MCT,Muscat International,INT-DOM,100,40,125,Y
MCT-11-MCT-INT-INT,11,EY401 Typhoon -> EY406 LIAC,MCT,Muscat International,INT-INT,48,78,132,N
MCT-11-JED-DOM-DOM,11,EY401 Typhoon -> EY406 LIAC,JED,King Abdulaziz,DOM-DOM,52,53,88,N
MCT-11-JED-DOM-INT,11,EY401 Typhoon -> EY406 LIAC,JED,King Abdulaziz,DOM-INT,56,81,101,Y
MCT-11-JED-INT-DOM,11,EY401 Typhoon -> EY406 LIAC,JED,King Abdulaziz,INT-DOM,84,77,144,Y
MCT-11-JED-INT-INT,11,EY401 Typhoon -> EY406 LIAC,JED,King Abdulaziz,INT-INT,108,32,80,Y
